film_id,title,film_duration,description,special_features,release_year,rental_duration,rental_rate,replacement_cost,language,category,total_copias
612,"MUSSOLINI SPOILERS",180,"A Thrilling Display of a Boat And a Monkey who must Meet a Composer in Ancient China","Deleted Scenes,Behind the Scenes",2006,6,2.99,10.99,English,Sports,2
619,"NEIGHBORS CHARADE",161,"A Fanciful Reflection of a Crocodile And a Astronaut who must Outrace a Feminist in An Abandoned Amusement Park","Trailers,Commentaries,Deleted Scenes",2006,3,0.99,20.99,English,Sports,6
628,"NORTHWEST POLISH",172,"A Boring Character Study of a Boy And a A Shark who must Outrace a Womanizer in The Outback",Trailers,2006,5,2.99,24.99,English,Sports,5
631,"NOVOCAINE FLIGHT",64,"A Fanciful Display of a Student And a Teacher who must Outgun a Crocodile in Nigeria","Trailers,Commentaries,Deleted Scenes",2006,4,0.99,11.99,English,Sports,5
667,"PEACH INNOCENT",160,"A Action-Packed Drama of a Monkey And a Dentist who must Chase a Butler in Berlin","Commentaries,Behind the Scenes",2006,3,2.99,20.99,English,Sports,4
668,"PEAK FOREVER",80,"A Insightful Reflection of a Boat And a Secret Agent who must Vanquish a Astronaut in An Abandoned Mine Shaft","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006,7,4.99,25.99,English,Sports,5
676,"PHILADELPHIA WIFE",137,"A Taut Yarn of a Hunter And a Astronaut who must Conquer a Database Administrator in The Sahara Desert","Trailers,Commentaries,Deleted Scenes",2006,7,4.99,16.99,English,Sports,6
678,"PICKUP DRIVING",77,"A Touching Documentary of a Husband And a Boat who must Meet a Pastry Chef in A Baloon Factory","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006,3,2.99,23.99,English,Sports,4
681,"PIRATES ROXANNE",100,"A Stunning Drama of a Woman And a Lumberjack who must Overcome a A Shark in The Canadian Rockies","Commentaries,Deleted Scenes",2006,4,0.99,20.99,English,Sports,6
691,"POSEIDON FOREVER",159,"A Thoughtful Epistle of a Womanizer And a Monkey who must Vanquish a Dentist in A Monastery",Commentaries,2006,6,4.99,29.99,English,Sports,5
719,"RECORDS ZORRO",182,"A Amazing Drama of a Mad Scientist And a Composer who must Build a Husband in The Outback","Behind the Scenes",2006,7,4.99,11.99,English,Sports,2
729,"RIDER CADDYSHACK",177,"A Taut Reflection of a Monkey And a Womanizer who must Chase a Moose in Nigeria","Commentaries,Behind the Scenes",2006,5,2.99,28.99,English,Sports,4
733,"RIVER OUTLAW",149,"A Thrilling Character Study of a Squirrel And a Lumberjack who must Face a Hunter in A MySQL Convention",Commentaries,2006,4,0.99,29.99,English,Sports,7
745,"ROSES TREASURE",162,"A Astounding Panorama of a Monkey And a Secret Agent who must Defeat a Woman in The First Manned Space Station","Commentaries,Deleted Scenes,Behind the Scenes",2006,5,4.99,23.99,English,Sports,8
763,"SATISFACTION CONFIDENTIAL",75,"A Lacklusture Yarn of a Dentist And a Butler who must Meet a Secret Agent in Ancient China","Commentaries,Deleted Scenes,Behind the Scenes",2006,3,4.99,26.99,English,Sports,5
764,"SATURDAY LAMBS",150,"A Thoughtful Reflection of a Mad Scientist And a Moose who must Kill a Husband in A Baloon","Commentaries,Deleted Scenes",2006,3,4.99,28.99,English,Sports,8
773,"SEABISCUIT PUNK",112,"A Insightful Saga of a Man And a Forensic Psychologist who must Discover a Mad Cow in A MySQL Convention","Commentaries,Deleted Scenes,Behind the Scenes",2006,6,2.99,28.99,English,Sports,8
777,"SECRETARY ROUGE",158,"A Action-Packed Panorama of a Mad Cow And a Composer who must Discover a Robot in A Baloon Factory","Commentaries,Behind the Scenes",2006,5,4.99,10.99,English,Sports,6
779,"SENSE GREEK",54,"A Taut Saga of a Lumberjack And a Pastry Chef who must Escape a Sumo Wrestler in An Abandoned Fun House","Deleted Scenes,Behind the Scenes",2006,4,4.99,23.99,English,Sports,2
782,"SHAKESPEARE SADDLE",60,"A Fast-Paced Panorama of a Lumberjack And a Database Administrator who must Defeat a Madman in A MySQL Convention","Commentaries,Behind the Scenes",2006,6,2.99,26.99,English,Sports,6
796,"SIERRA DIVIDE",135,"A Emotional Character Study of a Frisbee And a Mad Scientist who must Build a Madman in California","Commentaries,Deleted Scenes",2006,3,0.99,12.99,English,Sports,5
809,"SLIPPER FIDELITY",156,"A Taut Reflection of a Secret Agent And a Man who must Redeem a Explorer in A MySQL Convention","Trailers,Deleted Scenes",2006,5,0.99,14.99,English,Sports,4
813,"SMOOCHY CONTROL",184,"A Thrilling Documentary of a Husband And a Feminist who must Face a Mad Scientist in Ancient China","Behind the Scenes",2006,7,0.99,18.99,English,Sports,4
836,"SQUAD FISH",136,"A Fast-Paced Display of a Pastry Chef And a Dog who must Kill a Teacher in Berlin","Commentaries,Deleted Scenes,Behind the Scenes",2006,3,2.99,14.99,English,Sports,3
841,"STAR OPERATION",181,"A Insightful Character Study of a Girl And a Car who must Pursue a Mad Cow in A Shark Tank",Commentaries,2006,5,2.99,9.99,English,Sports,7
844,"STEERS ARMAGEDDON",140,"A Stunning Character Study of a Car And a Girl who must Succumb a Car in A MySQL Convention","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006,6,4.99,16.99,English,Sports,4
851,"STRAIGHT HOURS",151,"A Boring Panorama of a Secret Agent And a Girl who must Sink a Waitress in The Outback","Commentaries,Behind the Scenes",2006,3,0.99,19.99,English,Sports,6
875,"TALENTED HOMICIDE",173,"A Lacklusture Panorama of a Dentist And a Forensic Psychologist who must Outrace a Pioneer in A U-Boat","Commentaries,Deleted Scenes,Behind the Scenes",2006,6,0.99,9.99,English,Sports,7
890,"TIGHTS DAWN",172,"A Thrilling Epistle of a Boat And a Secret Agent who must Face a Boy in A Baloon","Trailers,Behind the Scenes",2006,5,0.99,14.99,English,Sports,7
898,"TOURIST PELICAN",152,"A Boring Story of a Butler And a Astronaut who must Outrace a Pioneer in Australia","Deleted Scenes",2006,4,4.99,18.99,English,Sports,5
902,"TRADING PINOCCHIO",170,"A Emotional Character Study of a Student And a Explorer who must Discover a Frisbee in The First Manned Space Station","Trailers,Deleted Scenes,Behind the Scenes",2006,6,4.99,22.99,English,Sports,7
917,"TUXEDO MILE",152,"A Boring Drama of a Man And a Forensic Psychologist who must Face a Frisbee in Ancient India","Commentaries,Deleted Scenes,Behind the Scenes",2006,3,2.99,24.99,English,Sports,5
940,"VICTORY ACADEMY",64,"A Insightful Epistle of a Mad Scientist And a Explorer who must Challenge a Cat in The Sahara Desert","Trailers,Behind the Scenes",2006,6,0.99,19.99,English,Sports,3
57,"BASIC EASY",90,"A Stunning Epistle of a Man And a Husband who must Reach a Mad Scientist in A Jet Boat","Deleted Scenes",2006,4,2.99,18.99,English,Travel,7
75,"BIRD INDEPENDENCE",163,"A Thrilling Documentary of a Car And a Student who must Sink a Hunter in The Canadian Rockies","Commentaries,Behind the Scenes",2006,6,4.99,14.99,English,Travel,3
84,"BOILED DARES",102,"A Awe-Inspiring Story of a Waitress And a Dog who must Discover a Dentist in Ancient Japan","Trailers,Commentaries",2006,7,4.99,13.99,English,Travel,4
88,"BORN SPINAL",179,"A Touching Epistle of a Frisbee And a Husband who must Pursue a Student in Nigeria","Trailers,Commentaries,Deleted Scenes",2006,7,4.99,17.99,English,Travel,4
103,"BUCKET BROTHERHOOD",133,"A Amazing Display of a Girl And a Womanizer who must Succumb a Lumberjack in A Baloon Factory","Commentaries,Deleted Scenes",2006,7,4.99,27.99,English,Travel,8
123,"CASABLANCA SUPER",85,"A Amazing Panorama of a Crocodile And a Forensic Psychologist who must Pursue a Secret Agent in The First Manned Space Station","Trailers,Deleted Scenes,Behind the Scenes",2006,6,4.99,22.99,English,Travel,5
125,"CASSIDY WYOMING",61,"A Intrepid Drama of a Frisbee And a Hunter who must Kill a Secret Agent in New Orleans","Commentaries,Behind the Scenes",2006,5,2.99,19.99,English,Travel,2
167,"COMA HEAD",109,"A Awe-Inspiring Drama of a Boy And a Frisbee who must Escape a Pastry Chef in California",Commentaries,2006,6,4.99,10.99,English,Travel,7
169,"COMFORTS RUSH",76,"A Unbelieveable Panorama of a Pioneer And a Husband who must Meet a Mad Cow in An Abandoned Mine Shaft","Commentaries,Behind the Scenes",2006,3,2.99,19.99,English,Travel,4
181,"CONTACT ANONYMOUS",166,"A Insightful Display of a A Shark And a Monkey who must Face a Database Administrator in Ancient India",Commentaries,2006,7,2.99,10.99,English,Travel,7
224,"DESPERATE TRAINSPOTTING",81,"A Epic Yarn of a Forensic Psychologist And a Teacher who must Face a Lumberjack in California","Deleted Scenes",2006,7,4.99,29.99,English,Travel,2
233,"DISCIPLE MOTHER",141,"A Touching Reflection of a Mad Scientist And a Boat who must Face a Moose in A Shark Tank","Trailers,Deleted Scenes,Behind the Scenes",2006,3,0.99,17.99,English,Travel,6
257,"DRUMLINE CYCLONE",110,"A Insightful Panorama of a Monkey And a Sumo Wrestler who must Outrace a Mad Scientist in The Canadian Rockies","Commentaries,Deleted Scenes,Behind the Scenes",2006,3,0.99,14.99,English,Travel,3
286,"ENOUGH RAGING",158,"A Astounding Character Study of a Boat And a Secret Agent who must Find a Mad Cow in The Sahara Desert",Commentaries,2006,7,2.99,16.99,English,Travel,5
288,"ESCAPE METROPOLIS",167,"A Taut Yarn of a Astronaut And a Technical Writer who must Outgun a Boat in New Orleans",Trailers,2006,7,2.99,20.99,English,Travel,6
294,"EXPECATIONS NATURAL",138,"A Amazing Drama of a Butler And a Husband who must Reach a A Shark in A U-Boat","Deleted Scenes",2006,5,4.99,26.99,English,Travel,5
299,"FACTORY DRAGON",144,"A Action-Packed Saga of a Teacher And a Frisbee who must Escape a Lumberjack in The Sahara Desert","Trailers,Commentaries,Deleted Scenes",2006,4,0.99,9.99,English,Travel,4
307,"FELLOWSHIP AUTUMN",77,"A Lacklusture Reflection of a Dentist And a Hunter who must Meet a Teacher in A Baloon","Deleted Scenes,Behind the Scenes",2006,6,4.99,9.99,English,Travel,6
339,"FROGMEN BREAKING",111,"A Unbelieveable Yarn of a Mad Scientist And a Cat who must Chase a Lumberjack in Australia","Trailers,Deleted Scenes,Behind the Scenes",2006,5,0.99,17.99,English,Travel,3
342,"FUGITIVE MAGUIRE",83,"A Taut Epistle of a Feminist And a Sumo Wrestler who must Battle a Crocodile in Australia","Trailers,Commentaries,Deleted Scenes",2006,7,4.99,28.99,English,Travel,4
347,"GAMES BOWFINGER",119,"A Astounding Documentary of a Butler And a Explorer who must Challenge a Butler in A Monastery","Behind the Scenes",2006,7,4.99,17.99,English,Travel,4
405,"HAUNTED ANTITRUST",76,"A Amazing Saga of a Man And a Dentist who must Reach a Technical Writer in Ancient India","Trailers,Deleted Scenes",2006,6,4.99,13.99,English,Travel,2
434,"HORROR REIGN",139,"A Touching Documentary of a A Shark And a Car who must Build a Husband in Nigeria","Deleted Scenes,Behind the Scenes",2006,3,0.99,25.99,English,Travel,8
451,"IGBY MAKER",160,"A Epic Documentary of a Hunter And a Dog who must Outgun a Dog in A Baloon Factory","Trailers,Behind the Scenes",2006,7,4.99,12.99,English,Travel,5
472,"ITALIAN AFRICAN",174,"A Astounding Character Study of a Monkey And a Moose who must Outgun a Cat in A U-Boat","Trailers,Commentaries,Deleted Scenes",2006,3,4.99,24.99,English,Travel,2
496,"KICK SAVANNAH",179,"A Emotional Drama of a Monkey And a Robot who must Defeat a Monkey in New Orleans","Trailers,Commentaries,Deleted Scenes",2006,3,0.99,10.99,English,Travel,5
513,"LEATHERNECKS DWARFS",153,"A Fateful Reflection of a Dog And a Mad Cow who must Outrace a Teacher in An Abandoned Mine Shaft","Trailers,Commentaries,Behind the Scenes",2006,6,2.99,21.99,English,Travel,2
518,"LIAISONS SWEET",140,"A Boring Drama of a A Shark And a Explorer who must Redeem a Waitress in The Canadian Rockies","Commentaries,Behind the Scenes",2006,5,4.99,15.99,English,Travel,6
526,"LOCK REAR",120,"A Thoughtful Character Study of a Squirrel And a Technical Writer who must Outrace a Student in Ancient Japan","Trailers,Commentaries",2006,7,2.99,10.99,English,Travel,4
543,"MADIGAN DORADO",116,"A Astounding Character Study of a A Shark And a A Shark who must Discover a Crocodile in The Outback","Deleted Scenes,Behind the Scenes",2006,5,4.99,20.99,English,Travel,2
601,"MOULIN WAKE",79,"A Astounding Story of a Forensic Psychologist And a Cat who must Battle a Teacher in An Abandoned Mine Shaft",Trailers,2006,4,0.99,20.99,English,Travel,5
609,"MUSCLE BRIGHT",185,"A Stunning Panorama of a Sumo Wrestler And a Husband who must Redeem a Madman in Ancient India","Deleted Scenes",2006,7,2.99,23.99,English,Travel,8
645,"OTHERS SOUP",118,"A Lacklusture Documentary of a Mad Cow And a Madman who must Sink a Moose in The Gulf of Mexico","Deleted Scenes",2006,7,2.99,18.99,English,Travel,6
648,"OUTLAW HANKY",148,"A Thoughtful Story of a Astronaut And a Composer who must Conquer a Dog in The Sahara Desert","Trailers,Commentaries",2006,7,4.99,17.99,English,Travel,6
656,"PAPI NECKLACE",128,"A Fanciful Display of a Car And a Monkey who must Escape a Squirrel in Ancient Japan","Trailers,Deleted Scenes,Behind the Scenes",2006,3,0.99,9.99,English,Travel,2
783,"SHANE DARKNESS",93,"A Action-Packed Saga of a Moose And a Lumberjack who must Find a Woman in Berlin","Commentaries,Deleted Scenes",2006,5,2.99,22.99,English,Travel,4
784,"SHANGHAI TYCOON",47,"A Fast-Paced Character Study of a Crocodile And a Lumberjack who must Build a Husband in An Abandoned Fun House","Commentaries,Deleted Scenes,Behind the Scenes",2006,7,2.99,20.99,English,Travel,6
785,"SHAWSHANK BUBBLE",80,"A Lacklusture Story of a Moose And a Monkey who must Confront a Butler in An Abandoned Amusement Park","Commentaries,Deleted Scenes",2006,6,4.99,20.99,English,Travel,6
787,"SHINING ROSES",125,"A Awe-Inspiring Character Study of a Astronaut And a Forensic Psychologist who must Challenge a Madman in Ancient India","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006,4,0.99,12.99,English,Travel,3
811,"SMILE EARRING",60,"A Intrepid Drama of a Teacher And a Butler who must Build a Pastry Chef in Berlin","Commentaries,Behind the Scenes",2006,4,2.99,29.99,English,Travel,3
826,"SPEED SUIT",124,"A Brilliant Display of a Frisbee And a Mad Scientist who must Succumb a Robot in Ancient China","Commentaries,Behind the Scenes",2006,7,4.99,19.99,English,Travel,2
848,"STONE FIRE",94,"A Intrepid Drama of a Astronaut And a Crocodile who must Find a Boat in Soviet Georgia",Trailers,2006,3,0.99,19.99,English,Travel,3
868,"SUPERFLY TRIP",114,"A Beautiful Saga of a Lumberjack And a Teacher who must Build a Technical Writer in An Abandoned Fun House","Commentaries,Behind the Scenes",2006,5,0.99,27.99,English,Travel,3
872,"SWEET BROTHERHOOD",185,"A Unbelieveable Epistle of a Sumo Wrestler And a Hunter who must Chase a Forensic Psychologist in A Baloon","Deleted Scenes",2006,3,2.99,27.99,English,Travel,3
878,"TEEN APOLLO",74,"A Awe-Inspiring Drama of a Dog And a Man who must Escape a Robot in A Shark Tank","Trailers,Deleted Scenes,Behind the Scenes",2006,3,4.99,25.99,English,Travel,4
894,"TOMATOES HELLFIGHTERS",68,"A Thoughtful Epistle of a Madman And a Astronaut who must Overcome a Monkey in A Shark Tank","Behind the Scenes",2006,6,0.99,23.99,English,Travel,5
903,"TRAFFIC HOBBIT",139,"A Amazing Epistle of a Squirrel And a Lumberjack who must Succumb a Database Administrator in A U-Boat","Trailers,Commentaries",2006,5,4.99,13.99,English,Travel,2
914,"TROUBLE DATE",61,"A Lacklusture Panorama of a Forensic Psychologist And a Woman who must Kill a Explorer in Ancient Japan","Trailers,Commentaries,Behind the Scenes",2006,6,2.99,13.99,English,Travel,6
931,"VALENTINE VANISHING",48,"A Thrilling Display of a Husband And a Butler who must Reach a Pastry Chef in California","Trailers,Behind the Scenes",2006,7,0.99,9.99,English,Travel,3
977,"WINDOW SIDE",85,"A Astounding Character Study of a Womanizer And a Hunter who must Escape a Robot in A Monastery","Deleted Scenes,Behind the Scenes",2006,3,2.99,25.99,English,Travel,3
981,"WOLVES DESIRE",55,"A Fast-Paced Drama of a Squirrel And a Robot who must Succumb a Technical Writer in A Manhattan Penthouse","Behind the Scenes",2006,7,0.99,13.99,English,Travel,6
988,"WORKER TARZAN",139,"A Action-Packed Yarn of a Secret Agent And a Technical Writer who must Battle a Sumo Wrestler in The First Manned Space Station","Trailers,Commentaries,Behind the Scenes",2006,7,2.99,26.99,English,Travel,5
989,"WORKING MICROCOSMOS",74,"A Stunning Epistle of a Dentist And a Dog who must Kill a Madman in Ancient China","Commentaries,Deleted Scenes",2006,4,4.99,22.99,English,Travel,6
